76	this <e1> love </e1> of nature gift has been reflected in <e2> artworks </e2> dating back more than a thousand years	2	topic	message	2
77	the <e1> court </e1> decided the objection by making the instalment <e2> order </e2> as sought	4	producer	product	2
78	in a poetic twist the <e1> tsunami </e1> triggered by the rock <e2> band </e2> forced many american jazz and blues singers to seek work in the united kingdom which is where anderson found a receptive audience in 1965	10	effect	cause	2
79	<e1> leakage </e1> and fire caused due to <e2> corrosion </e2> of bypass piping for recirculation gas at a fuel oil desulphurization unit	10	effect	cause	2
80	a team of students from virginia tech university have created a vehicle that allows vision impaired <e1> drivers </e1> to take control of the <e2> wheel </e2>	6	agency	instrument	2
81	bmw idrive 4 0 brings in a <e1> horde </e1> of new <e2> features </e2>	16	collection	member	2
82	the metal <e1> ball </e1> makes a ding ding ding <e2> noise </e2> when it swings back and hits the metal body of the lamp	9	cause	effect	1
83	it consists of an <e1> ensemble </e1> of <e2> ladies </e2> who are highly qualified to play various arabic musical instruments	16	collection	member	2
84	it underscores the need for continued surveillance of nicotine delivery in <e1> products </e1> created by an unregulated <e2> industry </e2>	3	product	producer	1
85	unlike other fish grunion come out of the water completely to lay their eggs in the wet <e1> sand </e1> of the <e2> beach </e2>	0	other	other	0
86	a large <e1> marble </e1> was dropped into the <e2> bowl </e2>	7	entity	destination	1
87	historical view of the <e1> damage </e1> caused by the 1693 catania <e2> earthquake </e2> and the reconstruction activities	10	effect	cause	2
88	ai requested that the perpetrators be prosecuted to the fullest extent of the law that adequate compensation be provided to the victims and that senior government and police officials offer apologies for the <e1> suffering </e1> caused by the responsible police <e2> officers </e2>	10	effect	cause	2
89	the <e1> findings </e1> have been published in a special <e2> section </e2> of the academic journal archives of sexual behavior	0	other	other	0
90	an amtrak <e1> passenger </e1> who alarmed fellow passengers by talking about terrorist threats on a cellphone was pulled from the <e2> train </e2> and is being held in colorado	13	entity	origin	1
91	the <e1> introduction </e1> in the <e2> book </e2> is a summary of what is in the text	11	component	whole	1
92	the second <e1> simulation </e1> was started from the uncomplexed x - ray <e2> structure </e2> after insertion of the ligand into the binding site	13	entity	origin	1
93	this <e1> user </e1> plays games on a portable <e2> console </e2>	6	agency	instrument	2
94	the ambitious eurasia <e1> exhibition </e1> arose from an <e2> idea </e2> by achille bonito oliva	13	entity	origin	1
95	the <e1> driver </e1> of the cement truck cleaned the loading chute on his truck with a truck - mounted water <e2> hose </e2> and began to pull away	6	agency	instrument	2
96	the marshall plan also provided a way of gaining public acceptance in europe for the new deal format that the united states had successfully used before the war to end the <e1> recession </e1> triggered by the 1929 wall street <e2> crash </e2>	10	effect	cause	2
97	in the corner there are several gate captains and a <e1> legion </e1> of wu <e2> crossbowmen </e2>	16	collection	member	2
98	once they grow there the <e1> swelling </e1> and inflammation caused by the <e2> infection </e2> closes off the sac causing it not to shed bacteria and protecting the bacteria inside from antibiotics and your body own immune cells	10	effect	cause	2
99	guitars are played acoustically; the <e1> tone </e1> is produced by the <e2> vibration </e2> of the strings which is amplified by the body of the guitar which acts as a large hollow resonating chamber or they may rely on an amplifier that can electronically manipulate tone	10	effect	cause	2
100	flowers are reborn from the soil and the climate begins to warm all set to a <e1> score </e1> improvised by an <e2> orchestra </e2> of birds	0	other	other	0
101	he posted the <e1> answers </e1> to the <e2> website </e2>	7	entity	destination	1
102	arcane subtlety reduced the threat caused by polymorph by 40 at max rank though the <e1> threat </e1> caused by the <e2> spell </e2> is minimal	10	effect	cause	2
103	a <e1> programmer </e1> uses a high level <e2> language </e2> to implement its algorithms	6	agency	instrument	2
104	the beautiful hydrothermal features in the park geysers hot springs mud pots etc the uplift and subsidence and many of the <e1> earthquakes </e1> are caused by the <e2> movements </e2> of hydrothermal and or magmatic fluids	10	effect	cause	2
105	flowers are nice but do not last very long and the <e1> fruit </e1> in a fruit <e2> basket </e2> often goes bad	17	content	container	1
106	he decided to pad the <e1> heel </e1> of <e2> shoes </e2> with a shock absorbing insole or heel pad	11	component	whole	1
107	from the scots lingle and french ligneul lignoul comes a <e1> shoemaker </e1> sewing <e2> thread </e2> waxed and bristled see waxed end	6	agency	instrument	2
108	one <e1> tablet </e1> per quart was dropped into a <e2> canteen </e2> and made the water safe to drink	7	entity	destination	1
109	the tiny <e1> image </e1> of the renaissance master is hidden in a <e2> carafe </e2> of wine in his 1597 oil painting bacchus one of his most acclaimed works	17	content	container	1
110	then i swept up the dust which looked like sawdust and put it in a <e1> plastic container </e1> which was in a <e2> cabinet </e2> under the granite counter top	17	content	container	1
111	in the former method the <e1> acetone </e1> was distilled from an allraline <e2> solution </e2> after the excess oxidant had been destroyed with sodium	13	entity	origin	1
112	in this comprehensive <e1> guide </e1> over 850 <e2> roses </e2> are described illustrated and arranged by group	1	message	topic	1
113	<e1> chestnut </e1> <e2> flour </e2> was more common than wheat flour in the italian alps a century ago	14	origin	entity	2
114	for us the term <e1> artists </e1> <e2> book </e2> simply means a book made by an artist; a book made as a work of art rather than as a literary artifact	4	producer	product	2
115	my parents bought her a <e1> silver </e1> <e2> necklace </e2> almost identical to the one pictured	0	other	other	0
116	forward <e1> motion </e1> of the vehicle through the air caused a <e2> suction </e2> on the road draft tube	9	cause	effect	1
117	paul friedrich guides us through a <e1> babel </e1> of <e2> words </e2> and worlds of the imagination ranging from his translations from five languages notably the russian of his literary studies to the poetry of the indian mexico of his anthropological field work to america writ large - - super highways a vermont farm father and child	0	other	other	0
118	the picture below shows a view chapel and west range of the inner <e1> courtyard </e1> of the <e2> castle </e2>	11	component	whole	1
119	i was attacked by a <e1> flock </e1> of <e2> pigeons </e2> today	16	collection	member	2
120	that <e1> decision </e1> was also the subject of an unsuccessful <e2> legal challenge </e2>	0	other	other	0
121	the exit temperature of an effluent <e1> stream </e1> from the low temperature steam reforming <e2> reactor </e2> is not higher than 600 c	13	entity	origin	1
122	individual <e1> investors </e1> moved into the <e2> property </e2>	7	entity	destination	1
123	one of the trickiest <e1> questions </e1> to answer in an interview relates to <e2> salary </e2>	1	message	topic	1
124	this <e1> tradition </e1> has been narrated in prophet early <e2> biographies </e2>	2	topic	message	2
125	a <e1> thief </e1> who tried to steal the truck broke the igenition with <e2> screwdriver </e2>	6	agency	instrument	2
126	after the marian reforms the legion was notionally a <e1> unit </e1> of heavy <e2> infantrymen </e2> armed with just sword and pilum but even so it was normally fielded with attached auxiliary skirmishers and missile troops and incorporated a small cavalry unit	16	collection	member	2
127	the prosecutors carried <e1> guns </e1> into the <e2> court room </e2>	7	entity	destination	1
128	the <e1> malfunctions </e1> on monday caused <e2> delays </e2> for patrons waiting to check out or renew books at the branches and impeded access to personal accounts that allow users to renew or hold books online	9	cause	effect	1
129	<e1> chemical weapons </e1> have been dropped into the <e2> lake </e2>	7	entity	destination	1
130	many other <e1> dwarves </e1> also hailed from this infamous <e2> clan </e2>	13	entity	origin	1
131	the <e1> nose </e1> of a <e2> bloodhound </e2> is so good that evidence found by a bloodhound will hold up in matters involving the united states supreme court	11	component	whole	1
132	global digital music sales grow as the music <e1> industry </e1> develops new business <e2> models </e2>	4	producer	product	2
133	the <e1> devices </e1> were manufactured at the <e2> factory </e2> in beaverton well into the 1980s when production was shifted elsewhere and portions of the factory sold	3	product	producer	1
134	an expensive uniform and a strict ballot rendered it somewhat too exclusive in its character but in the end it answered its purpose by becoming practically a <e1> muster </e1> of the national <e2> leaders </e2> of the present and the future	16	collection	member	2
135	the <e1> train ride </e1> from <e2> station </e2> to station is approximate 30 minutes	0	other	other	0
136	the archaeological site yields <e1> relics </e1> from long - forgotten <e2> culture </e2>	13	entity	origin	1
137	a <e1> maze </e1> of interlocking <e2> jurisdictions </e2> and levels of government confronts average citizens in trying to solve even the simplest of problems	0	other	other	0
138	water <e1> damage </e1> from roof leaks plumbing leaks or flooding lead to the <e2> growth </e2> of molds	9	cause	effect	1
139	warm weather is here and with it comes the <e1> scourge </e1> of <e2> mosquitoes </e2>	0	other	other	0
140	the <e1> formation </e1> of struvite <e2> stones </e2> is associated with the presence of urea - splitting bacteria most commonly proteus mirabilis but also klebsiella serratia providencia species	0	other	other	0
141	our army was successfully engaged during the day with strong rearguards of all arms on the petit morin river thereby materially assisting the progress of the french armies on our right and left against whom the <e1> enemy </e1> was making his greatest <e2> efforts </e2>	0	other	other	0
142	so when william did cross the boyne on july 1st 1690 he had an army consisting of the <e1> riffraff </e1> of europe <e2> mercenaries </e2>	16	collection	member	2
143	the overall <e1> geometry </e1> of the heart was extracted from the intensity <e2> data </e2>	13	entity	origin	1
144	the <e1> discomfort </e1> from the <e2> injury </e2> was now precluding him from his occupation which involved prolonged procedures in the standing position	10	effect	cause	2
145	flames of purple pink yellow and blue dance in the air as a <e1> coven </e1> of <e2> sorcerers </e2> call forth energies from within the empyrean	16	collection	member	2
146	out of the early morning haze a <e1> convoy </e1> of articulated <e2> lorries </e2> pulls into the gashouder square	16	collection	member	2
147	this book has transported <e1> readers </e1> into <e2> ancient times </e2>	7	entity	destination	1
148	we always try to maintain the best <e1> environment </e1> for <e2> programmers </e2> starting with good salary and conducive working environment	0	other	other	0
149	indeed a green or black basalt heart <e1> scarab </e1> was found put inside the <e2> body </e2> in its place	17	content	container	1
150	the first <e1> motorcycle </e1> was manufactured in a small wood <e2> building </e2> with only one room	13	entity	origin	1
151	the <e1> water </e1> pushed to the coast resulted in <e2> tides </e2> as much as three feet above normal with waves of 5 - 10 feet atop these tides	9	cause	effect	1
152	the <e1> chapters </e1> in this book investigate <e2> issues </e2> and communities	1	message	topic	1
153	he rescheduled the birthday <e1> party </e1> to the <e2> next day </e2>	7	entity	destination	1
154	the <e1> bacterial aerosol </e1> was generated from an up - draft <e2> nebulizer </e2>	4	producer	product	2
155	<e1> people </e1> have travelled into <e2> space </e2> but not the deep ocean	7	entity	destination	1
156	for those of you who are unsure what afrikaans is it is a language which originated from the dutch which were the first settlers in south africa and the unique <e1> language </e1> was evolved from other <e2> settlers </e2> from malaya indonesia madagascar and west africa	13	entity	origin	1
157	<e1> beaver </e1> <e2> dams </e2> are created as a protection against predators such as coyotes wolves and bears and to provide easy access to food during winter	4	producer	product	2
158	so the theme of the <e1> play </e1> has to do with <e2> religion </e2>	1	message	topic	1
159	there has been intense <e1> debate </e1> over the circles <e2> origins </e2>	1	message	topic	1
160	i have recently developed creases in my <e1> ear </e1> <e2> lobes </e2>	12	whole	component	2
161	manufacturing extra neutral <e1> alcohol </e1> which is the basic ingredient used for making <e2> liquor </e2> the commodity was largely used by companies making indian made foreign liquor imfl	14	origin	entity	2
162	initially the <e1> user </e1> calibrates the microscope with a fluorescence lifetime <e2> standard </e2> positioned at the sample plane	6	agency	instrument	2
163	the <e1> province </e1> comprises the southeastern <e2> part </e2> of panay island with island - province of guimaras just across its coast	12	whole	component	2
164	the <e1> charge </e1> is the source of an electric <e2> field </e2> which carries energy - the electrostatic self - energy	9	cause	effect	1
165	the <e1> tardiness </e1> however has been caused by the <e2> arrival </e2> of my old man; who in true bloodworth fashion has had me walking everywhere	10	effect	cause	2
166	the <e1> key </e1> was in a <e2> chest </e2>	17	content	container	1
167	the <e1> residue </e1> was distilled from an arbuzov <e2> flask </e2>	13	entity	origin	1
168	as the gondorians moved forward the evil force started to withdraw unleashing a <e1> rain </e1> of deadly <e2> arrows </e2> into the heavily armoured gondorians	16	collection	member	2
169	it is a medieval latin <e1> manuscript </e1> relating the early <e2> history </e2> of the isle of man	1	message	topic	1
170	the river had now turned into full <e1> flood </e1> after the <e2> deluge </e2> of rain a few days ago	10	effect	cause	2
171	he stopped rowing when the boat was opposite to the paddle wheel of the steamer and the <e1> steamer </e1> stopped her <e2> engine </e2> at the same time	12	whole	component	2
172	this is the <e1> umbrella </e1> that peels the potatoes with a <e2> pencil </e2> and makes a pink ink with the peelings stood up	6	agency	instrument	2
173	this american - style <e1> wheat </e1> <e2> ale </e2> is a light unfiltered brew with a citrus aroma andflavor imparted by a late addition of lemon grass	14	origin	entity	2
174	the <e1> car </e1> left the <e2> plant </e2>	13	entity	origin	1
175	our experience extends to 15 years continued promotion of this <e1> archipelago </e1> of nine <e2> islands </e2>	12	whole	component	2
176	to separate the solids at the end of the experiment the <e1> clay </e1> was contained in a semi - permeable <e2> membrane tubing </e2>	17	content	container	1
177	this machine is blowing <e1> sand </e1> into <e2> molds </e2>	7	entity	destination	1
178	the <e1> cultivation </e1> consisted of plowing the crop with a double - shovel <e2> plow </e2>	0	other	other	0
179	the final <e1> chapter </e1> offers a <e2> theological survey </e2> of the use of the formula	1	message	topic	1
180	she mentioned the <e1> scandal </e1> caused by a bbc <e2> documentary </e2> on the treatment of children in a special - needs home and asked how the state had responded to these	10	effect	cause	2
181	isolated fractures of the <e1> shaft </e1> of the <e2> ulna </e2> without other fractures often result when the forearm is raised to fend off a blow	11	component	whole	1
182	we have placed the <e1> candidates </e1> into <e2> roles </e2>	0	other	other	0
183	frequent agitations throw academic <e1> life </e1> into <e2> disarray </e2>	0	other	other	0
184	still other examples of the <e1> potter </e1> <e2> ceramics </e2> are clad in slinky assortments of tassels and beads	4	producer	product	2
185	the <e1> nasal cavity </e1> of <e2> birds </e2> contains turbinates bang 1971 cartilaginous structures that are thought to have as one of their functions water recovery from air	11	component	whole	1
186	thus in simple words a <e1> tendon </e1> attaches a <e2> muscle </e2> to a bone	0	other	other	0
187	<e1> positions </e1> were denoted by <e2> black dots </e2> along the tracks the adjacent numbers indicating the day of the month	0	other	other	0
188	the world health organization who found that the <e1> radiation </e1> release from the chernobyl <e2> accident </e2> was 200 times that of the hiroshima and nagasaki	10	effect	cause	2
189	my dog ate a <e1> cellophane bag </e1> full of <e2> dog treats </e2> on tuesday	18	container	content	2
190	the <e1> owl </e1> held the mouse in its <e2> claw </e2>	12	whole	component	2
191	this is how grain was delivered to the wooden grain bins and <e1> hay </e1> was put inside the upper part of the rock <e2> barn </e2>	7	entity	destination	1
192	police foiled an attempt to kill an <e1> artist </e1> who drew a <e2> cartoon </e2> depicting the prophet muhammad that sparked outrage in the muslim world	4	producer	product	2
193	when woody harrelson received a copy of the screenplay for zombieland last year he stuffed the <e1> paper </e1> into his duffel <e2> bag </e2> of unread scripts and promptly forgot about it	7	entity	destination	1
194	the city is a <e1> treasure trove </e1> of terrific <e2> libraries </e2> interesting museums and wonderful victorian architecture complemented by the incomparable work of scotland greatest architect charles rennie mackintosh	16	collection	member	2
195	we leave the <e1> bail </e1> of the <e2> reel </e2> open and place your the rod in a double mounted set up as shown on the facing page	11	component	whole	1
196	the mapungubwe collection at the university of pretoria features remarkable <e1> works </e1> from the largely forgotten <e2> kingdom </e2> of mapungubwe that flourished near the confluence of the limpopo and shashe rivers between 1000 and 1300 ad	13	entity	origin	1
197	also in the midst of the <e1> confusion </e1> caused by the <e2> coup </e2> the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion	10	effect	cause	2
198	the title is taken from an 1813 <e1> book </e1> by a virginia <e2> planter </e2> and senator named john taylor	3	product	producer	1
199	in the same way a <e1> society </e1> is built up of many <e2> individuals </e2>	16	collection	member	2
200	the <e1> scientist </e1> approached the big cat with a <e2> notepad </e2> and a pencil in her hands	6	agency	instrument	2
201	the bottom <e1> photo </e1> is from the new york public <e2> library </e2>	13	entity	origin	1
202	the <e1> accident </e1> caused a major traffic <e2> snarl </e2> on the arterial road	9	cause	effect	1
203	two plane crash survivors have paid a special visit to the hutt hospital <e1> surgeon </e1> whose <e2> team </e2> helped to re - build their shattered faces eight years ago	0	other	other	0
204	the <e1> dress </e1> was in a <e2> trunk </e2> dated summer of 1938 along with several other dresses from this same period	17	content	container	1
205	the various forms of idealistic materialistic and agnostic philosophies are subject to the <e1> tension </e1> caused by the indicated <e2> situation </e2>	10	effect	cause	2
206	from him cain learns that alexis had survived his suicide and became the <e1> leader </e1> of that <e2> organization </e2> renaming it delilah	15	member	collection	1
207	james hagler venice <e1> director </e1> of historical resources has completed a picture <e2> book </e2> of the area buildings	4	producer	product	2
208	a program has fetched <e1> data </e1> into host variable <e2> arrays </e2>	7	entity	destination	1
209	recently only insignificant <e1> things </e1> arrive to <e2> theatres </e2>	7	entity	destination	1
210	tissue damage and <e1> electrode </e1> <e2> corrosion </e2> are both associatcd with high charge density stimulation	0	other	other	0
211	two of walters fingers are inside the <e1> koala </e1> <e2> pouch </e2>	12	whole	component	2
212	in a former residence your writer had an atrium containing a <e1> duel </e1> of doves <e2> moles </e2> numbering 22	16	collection	member	2
213	to stand up to the wind <e1> umbrella </e1> <e2> frames </e2> are strong yet flexible	12	whole	component	2
214	<e1> contractions </e1> of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by <e2> irritation </e2> anywhere along the length of the nerve	10	effect	cause	2
215	a 15 minute <e1> plane </e1> drive from <e2> runway </e2> to terminal is uncommon	13	entity	origin	1
216	the geometric <e1> skeleton </e1> is derived from a static <e2> object </e2> using an implicit would irections method	13	entity	origin	1
217	the <e1> filmmakers </e1> dug a large <e2> hole </e2> in the ground for the scene where the narnians cause the pillars supporting the growth near aslan how to collapse on the telmarines	4	producer	product	2
218	it is a monthly <e1> report </e1> providing <e2> opinion </e2> and advice on current united states government contract issues	1	message	topic	1
219	<e1> governments </e1> frightened of losing votes resolved the crisis through <e2> subsidization </e2>	6	agency	instrument	2
220	for christmas daniel gave kelly a tiffany bracelet and for valentine day he bought a <e1> diamond </e1> <e2> necklace </e2>	0	other	other	0
221	we also passed a <e1> wake </e1> of turkey <e2> buzzards </e2> and i was again glad to not be driving because my car and i both have shaky nerves still from the great turkey buzzard incident of 08	16	collection	member	2
222	plantar <e1> warts </e1> are caused by a <e2> virus </e2> that infects the outer layer of skin on the soles of the feet	10	effect	cause	2
223	the <e1> sensor </e1> was manufactured in a cost effective thin film <e2> process </e2>	0	other	other	0
224	the putative left we see is just as eager as the nominal right to brand crime and violence with any hint of political motivation as terrorism and therefore to remove it from the ordinary processes of criminal law and sanction which are already quite draconian in these united states and to animate parallel systems of harsher surveillance and punishment for the political <e1> compeers </e1> of such <e2> criminals </e2>	0	other	other	0
225	the <e1> list </e1> of the 10 most beautiful women posted on the official web site of the 2009 australian open was filled with sleek thin <e2> images </e2>	12	whole	component	2
226	the <e1> rope </e1> of the <e2> prayer - bell </e2> was there in a perfect state and coiled up	11	component	whole	1
227	one man pours on a liquid while the other <e1> man </e1> stirs the mixture with a wooden <e2> paddle </e2> or spatula	6	agency	instrument	2
228	besides the chinese case also challenges some ideas of rss theory including the concept of <e1> alliance </e1> of different social <e2> classes </e2> and the role of working class in democratization	16	collection	member	2
229	as the us and colombian military put pressure on drug traffickers <e1> operations </e1> are migrating into <e2> nearby countries </e2>	7	entity	destination	1
230	a conical <e1> cover </e1> preserved in a <e2> ewer </e2> in athens accords extremely well with the form of these vessels	17	content	container	1
